,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
291620,Hall County,GA,Forsyth County,GA,545,19846,19846000,1819,2018,2019,outflow,Hall County-Forsyth County-GA-1819,"Forsyth County, GA"
291621,Hall County,GA,Fulton County,GA,339,19364,19364000,1819,2018,2019,outflow,Hall County-Fulton County-GA-1819,"Fulton County, GA"
291622,Hall County,GA,Barrow County,GA,431,9392,9392000,1819,2018,2019,outflow,Hall County-Barrow County-GA-1819,"Barrow County, GA"
291623,Hall County,GA,White County,GA,361,8620,8620000,1819,2018,2019,outflow,Hall County-White County-GA-1819,"White County, GA"
291624,Hall County,GA,Habersham County,GA,372,7849,7849000,1819,2018,2019,outflow,Hall County-Habersham County-GA-1819,"Habersham County, GA"
291625,Hall County,GA,Lumpkin County,GA,317,6188,6188000,1819,2018,2019,outflow,Hall County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291626,Hall County,GA,Banks County,GA,319,6445,6445000,1819,2018,2019,outflow,Hall County-Banks County-GA-1819,"Banks County, GA"
291627,Hall County,GA,DeKalb County,GA,195,7363,7363000,1819,2018,2019,outflow,Hall County-DeKalb County-GA-1819,"DeKalb County, GA"
291628,Hall County,GA,Cobb County,GA,165,4897,4897000,1819,2018,2019,outflow,Hall County-Cobb County-GA-1819,"Cobb County, GA"
291629,Hall County,GA,Clarke County,GA,142,2855,2855000,1819,2018,2019,outflow,Hall County-Clarke County-GA-1819,"Clarke County, GA"
291630,Hall County,GA,Dawson County,GA,140,3581,3581000,1819,2018,2019,outflow,Hall County-Dawson County-GA-1819,"Dawson County, GA"
291631,Hall County,GA,Cherokee County,GA,101,4155,4155000,1819,2018,2019,outflow,Hall County-Cherokee County-GA-1819,"Cherokee County, GA"
291632,Hall County,GA,Walton County,GA,72,1972,1972000,1819,2018,2019,outflow,Hall County-Walton County-GA-1819,"Walton County, GA"
291633,Hall County,GA,Stephens County,GA,59,2283,2283000,1819,2018,2019,outflow,Hall County-Stephens County-GA-1819,"Stephens County, GA"
291634,Hall County,GA,Franklin County,GA,51,1457,1457000,1819,2018,2019,outflow,Hall County-Franklin County-GA-1819,"Franklin County, GA"
291635,Hall County,GA,Clayton County,GA,40,538,538000,1819,2018,2019,outflow,Hall County-Clayton County-GA-1819,"Clayton County, GA"
291837,Jackson County,GA,Jackson County Total Migration-US and Foreign,GA,4366,137026,137026000,1819,2018,2019,outflow,Jackson County total migration-1819,"Jackson County Total Migration-US and Foreign, GA"
291842,Jackson County,GA,Hall County,GA,649,16378,16378000,1819,2018,2019,outflow,Jackson County-Hall County-GA-1819,"Hall County, GA"
291843,Jackson County,GA,Gwinnett County,GA,465,21230,21230000,1819,2018,2019,outflow,Jackson County-Gwinnett County-GA-1819,"Gwinnett County, GA"
291844,Jackson County,GA,Clarke County,GA,387,9267,9267000,1819,2018,2019,outflow,Jackson County-Clarke County-GA-1819,"Clarke County, GA"
291845,Jackson County,GA,Barrow County,GA,421,13799,13799000,1819,2018,2019,outflow,Jackson County-Barrow County-GA-1819,"Barrow County, GA"
291846,Jackson County,GA,Banks County,GA,328,5650,5650000,1819,2018,2019,outflow,Jackson County-Banks County-GA-1819,"Banks County, GA"
291847,Jackson County,GA,Madison County,GA,155,2404,2404000,1819,2018,2019,outflow,Jackson County-Madison County-GA-1819,"Madison County, GA"
291848,Jackson County,GA,Franklin County,GA,104,2264,2264000,1819,2018,2019,outflow,Jackson County-Franklin County-GA-1819,"Franklin County, GA"
291849,Jackson County,GA,Oconee County,GA,93,2267,2267000,1819,2018,2019,outflow,Jackson County-Oconee County-GA-1819,"Oconee County, GA"
291850,Jackson County,GA,Fulton County,GA,69,2920,2920000,1819,2018,2019,outflow,Jackson County-Fulton County-GA-1819,"Fulton County, GA"
291851,Jackson County,GA,DeKalb County,GA,57,1495,1495000,1819,2018,2019,outflow,Jackson County-DeKalb County-GA-1819,"DeKalb County, GA"
291852,Jackson County,GA,Walton County,GA,62,2835,2835000,1819,2018,2019,outflow,Jackson County-Walton County-GA-1819,"Walton County, GA"
291853,Jackson County,GA,Forsyth County,GA,61,2090,2090000,1819,2018,2019,outflow,Jackson County-Forsyth County-GA-1819,"Forsyth County, GA"
291854,Jackson County,GA,White County,GA,52,1163,1163000,1819,2018,2019,outflow,Jackson County-White County-GA-1819,"White County, GA"
291855,Jackson County,GA,Stephens County,GA,48,791,791000,1819,2018,2019,outflow,Jackson County-Stephens County-GA-1819,"Stephens County, GA"
291856,Jackson County,GA,Habersham County,GA,41,881,881000,1819,2018,2019,outflow,Jackson County-Habersham County-GA-1819,"Habersham County, GA"
292132,Lumpkin County,GA,Lumpkin County Total Migration-US and Foreign,GA,1828,45138,45138000,1819,2018,2019,outflow,Lumpkin County total migration-1819,"Lumpkin County Total Migration-US and Foreign, GA"
292137,Lumpkin County,GA,Hall County,GA,287,6687,6687000,1819,2018,2019,outflow,Lumpkin County-Hall County-GA-1819,"Hall County, GA"
292138,Lumpkin County,GA,Dawson County,GA,269,7166,7166000,1819,2018,2019,outflow,Lumpkin County-Dawson County-GA-1819,"Dawson County, GA"
292139,Lumpkin County,GA,Forsyth County,GA,180,4600,4600000,1819,2018,2019,outflow,Lumpkin County-Forsyth County-GA-1819,"Forsyth County, GA"
292140,Lumpkin County,GA,White County,GA,166,2768,2768000,1819,2018,2019,outflow,Lumpkin County-White County-GA-1819,"White County, GA"
292141,Lumpkin County,GA,Gwinnett County,GA,67,1529,1529000,1819,2018,2019,outflow,Lumpkin County-Gwinnett County-GA-1819,"Gwinnett County, GA"
292142,Lumpkin County,GA,Fulton County,GA,50,1812,1812000,1819,2018,2019,outflow,Lumpkin County-Fulton County-GA-1819,"Fulton County, GA"
292143,Lumpkin County,GA,Cherokee County,GA,36,905,905000,1819,2018,2019,outflow,Lumpkin County-Cherokee County-GA-1819,"Cherokee County, GA"
293188,White County,GA,White County Total Migration-US and Foreign,GA,1415,32827,32827000,1819,2018,2019,outflow,White County total migration-1819,"White County Total Migration-US and Foreign, GA"
293193,White County,GA,Hall County,GA,316,5953,5953000,1819,2018,2019,outflow,White County-Hall County-GA-1819,"Hall County, GA"
293194,White County,GA,Habersham County,GA,199,3492,3492000,1819,2018,2019,outflow,White County-Habersham County-GA-1819,"Habersham County, GA"
293195,White County,GA,Lumpkin County,GA,123,2898,2898000,1819,2018,2019,outflow,White County-Lumpkin County-GA-1819,"Lumpkin County, GA"
293196,White County,GA,Forsyth County,GA,38,1040,1040000,1819,2018,2019,outflow,White County-Forsyth County-GA-1819,"Forsyth County, GA"
293197,White County,GA,Gwinnett County,GA,38,1086,1086000,1819,2018,2019,outflow,White County-Gwinnett County-GA-1819,"Gwinnett County, GA"
293198,White County,GA,Jackson County,GA,39,1101,1101000,1819,2018,2019,outflow,White County-Jackson County-GA-1819,"Jackson County, GA"
374260,Banks County,GA,Banks County Total Migration-US and Foreign,GA,1327,24338,24338000,1920,2019,2020,outflow,Banks County total migration-1920,"Banks County Total Migration-US and Foreign, GA"
374265,Banks County,GA,Jackson County,GA,318,4527,4527000,1920,2019,2020,outflow,Banks County-Jackson County-GA-1920,"Jackson County, GA"
374266,Banks County,GA,Habersham County,GA,268,4032,4032000,1920,2019,2020,outflow,Banks County-Habersham County-GA-1920,"Habersham County, GA"
374267,Banks County,GA,Hall County,GA,194,4626,4626000,1920,2019,2020,outflow,Banks County-Hall County-GA-1920,"Hall County, GA"
374268,Banks County,GA,Franklin County,GA,79,1330,1330000,1920,2019,2020,outflow,Banks County-Franklin County-GA-1920,"Franklin County, GA"
374269,Banks County,GA,Madison County,GA,55,1384,1384000,1920,2019,2020,outflow,Banks County-Madison County-GA-1920,"Madison County, GA"
375337,Dawson County,GA,Dawson County Total Migration-US and Foreign,GA,1883,58213,58213000,1920,2019,2020,outflow,Dawson County total migration-1920,"Dawson County Total Migration-US and Foreign, GA"
375342,Dawson County,GA,Forsyth County,GA,470,14269,14269000,1920,2019,2020,outflow,Dawson County-Forsyth County-GA-1920,"Forsyth County, GA"
375343,Dawson County,GA,Lumpkin County,GA,314,7858,7858000,1920,2019,2020,outflow,Dawson County-Lumpkin County-GA-1920,"Lumpkin County, GA"
375344,Dawson County,GA,Hall County,GA,170,4838,4838000,1920,2019,2020,outflow,Dawson County-Hall County-GA-1920,"Hall County, GA"
375345,Dawson County,GA,Gwinnett County,GA,80,2613,2613000,1920,2019,2020,outflow,Dawson County-Gwinnett County-GA-1920,"Gwinnett County, GA"
375346,Dawson County,GA,Fulton County,GA,63,2638,2638000,1920,2019,2020,outflow,Dawson County-Fulton County-GA-1920,"Fulton County, GA"
375347,Dawson County,GA,Cherokee County,GA,58,2015,2015000,1920,2019,2020,outflow,Dawson County-Cherokee County-GA-1920,"Cherokee County, GA"
375348,Dawson County,GA,Pickens County,GA,58,1437,1437000,1920,2019,2020,outflow,Dawson County-Pickens County-GA-1920,"Pickens County, GA"
376449,Habersham County,GA,Habersham County Total Migration-US and Foreign,GA,1967,51030,51030000,1920,2019,2020,outflow,Habersham County total migration-1920,"Habersham County Total Migration-US and Foreign, GA"
376454,Habersham County,GA,Hall County,GA,256,5843,5843000,1920,2019,2020,outflow,Habersham County-Hall County-GA-1920,"Hall County, GA"
376455,Habersham County,GA,White County,GA,271,5057,5057000,1920,2019,2020,outflow,Habersham County-White County-GA-1920,"White County, GA"
376456,Habersham County,GA,Banks County,GA,224,3986,3986000,1920,2019,2020,outflow,Habersham County-Banks County-GA-1920,"Banks County, GA"
376457,Habersham County,GA,Stephens County,GA,155,3408,3408000,1920,2019,2020,outflow,Habersham County-Stephens County-GA-1920,"Stephens County, GA"
376458,Habersham County,GA,Gwinnett County,GA,58,1886,1886000,1920,2019,2020,outflow,Habersham County-Gwinnett County-GA-1920,"Gwinnett County, GA"
376459,Habersham County,GA,Rabun County,GA,71,1516,1516000,1920,2019,2020,outflow,Habersham County-Rabun County-GA-1920,"Rabun County, GA"
376460,Habersham County,GA,Franklin County,GA,60,1139,1139000,1920,2019,2020,outflow,Habersham County-Franklin County-GA-1920,"Franklin County, GA"
376461,Habersham County,GA,Jackson County,GA,49,908,908000,1920,2019,2020,outflow,Habersham County-Jackson County-GA-1920,"Jackson County, GA"
376462,Habersham County,GA,Clarke County,GA,39,841,841000,1920,2019,2020,outflow,Habersham County-Clarke County-GA-1920,"Clarke County, GA"
376470,Hall County,GA,Hall County Total Migration-US and Foreign,GA,10772,326313,326313000,1920,2019,2020,outflow,Hall County total migration-1920,"Hall County Total Migration-US and Foreign, GA"
376476,Hall County,GA,Gwinnett County,GA,1568,46450,46450000,1920,2019,2020,outflow,Hall County-Gwinnett County-GA-1920,"Gwinnett County, GA"
376477,Hall County,GA,Jackson County,GA,1159,27834,27834000,1920,2019,2020,outflow,Hall County-Jackson County-GA-1920,"Jackson County, GA"
376478,Hall County,GA,Forsyth County,GA,612,19963,19963000,1920,2019,2020,outflow,Hall County-Forsyth County-GA-1920,"Forsyth County, GA"
376479,Hall County,GA,Barrow County,GA,473,11187,11187000,1920,2019,2020,outflow,Hall County-Barrow County-GA-1920,"Barrow County, GA"
376480,Hall County,GA,Fulton County,GA,307,18049,18049000,1920,2019,2020,outflow,Hall County-Fulton County-GA-1920,"Fulton County, GA"
376481,Hall County,GA,Habersham County,GA,422,9762,9762000,1920,2019,2020,outflow,Hall County-Habersham County-GA-1920,"Habersham County, GA"
376482,Hall County,GA,White County,GA,409,8137,8137000,1920,2019,2020,outflow,Hall County-White County-GA-1920,"White County, GA"
376483,Hall County,GA,Lumpkin County,GA,327,7682,7682000,1920,2019,2020,outflow,Hall County-Lumpkin County-GA-1920,"Lumpkin County, GA"
376484,Hall County,GA,Banks County,GA,283,6514,6514000,1920,2019,2020,outflow,Hall County-Banks County-GA-1920,"Banks County, GA"
376485,Hall County,GA,DeKalb County,GA,197,7369,7369000,1920,2019,2020,outflow,Hall County-DeKalb County-GA-1920,"DeKalb County, GA"
376486,Hall County,GA,Cobb County,GA,148,4709,4709000,1920,2019,2020,outflow,Hall County-Cobb County-GA-1920,"Cobb County, GA"
376487,Hall County,GA,Clarke County,GA,152,4707,4707000,1920,2019,2020,outflow,Hall County-Clarke County-GA-1920,"Clarke County, GA"
376488,Hall County,GA,Dawson County,GA,156,4460,4460000,1920,2019,2020,outflow,Hall County-Dawson County-GA-1920,"Dawson County, GA"
376489,Hall County,GA,Cherokee County,GA,93,3355,3355000,1920,2019,2020,outflow,Hall County-Cherokee County-GA-1920,"Cherokee County, GA"
376490,Hall County,GA,Stephens County,GA,91,2567,2567000,1920,2019,2020,outflow,Hall County-Stephens County-GA-1920,"Stephens County, GA"
376491,Hall County,GA,Walton County,GA,90,2635,2635000,1920,2019,2020,outflow,Hall County-Walton County-GA-1920,"Walton County, GA"
376492,Hall County,GA,Franklin County,GA,83,1491,1491000,1920,2019,2020,outflow,Hall County-Franklin County-GA-1920,"Franklin County, GA"
376493,Hall County,GA,Chatham County,GA,40,1251,1251000,1920,2019,2020,outflow,Hall County-Chatham County-GA-1920,"Chatham County, GA"
376494,Hall County,GA,Duval County,FL,37,1279,1279000,1920,2019,2020,outflow,Hall County-Duval County-FL-1920,"Duval County, FL"
376495,Hall County,GA,Orange County,FL,38,885,885000,1920,2019,2020,outflow,Hall County-Orange County-FL-1920,"Orange County, FL"
376496,Hall County,GA,Madison County,GA,44,941,941000,1920,2019,2020,outflow,Hall County-Madison County-GA-1920,"Madison County, GA"
376497,Hall County,GA,Charleston County,SC,39,1762,1762000,1920,2019,2020,outflow,Hall County-Charleston County-SC-1920,"Charleston County, SC"
376498,Hall County,GA,Greenville County,SC,64,1697,1697000,1920,2019,2020,outflow,Hall County-Greenville County-SC-1920,"Greenville County, SC"
376499,Hall County,GA,Volusia County,FL,34,1131,1131000,1920,2019,2020,outflow,Hall County-Volusia County-FL-1920,"Volusia County, FL"
376500,Hall County,GA,Mecklenburg County,NC,31,865,865000,1920,2019,2020,outflow,Hall County-Mecklenburg County-NC-1920,"Mecklenburg County, NC"
376713,Jackson County,GA,Jackson County Total Migration-US and Foreign,GA,5122,138771,138771000,1920,2019,2020,outflow,Jackson County total migration-1920,"Jackson County Total Migration-US and Foreign, GA"
376718,Jackson County,GA,Hall County,GA,764,22690,22690000,1920,2019,2020,outflow,Jackson County-Hall County-GA-1920,"Hall County, GA"
376719,Jackson County,GA,Gwinnett County,GA,484,14320,14320000,1920,2019,2020,outflow,Jackson County-Gwinnett County-GA-1920,"Gwinnett County, GA"
376720,Jackson County,GA,Barrow County,GA,430,10956,10956000,1920,2019,2020,outflow,Jackson County-Barrow County-GA-1920,"Barrow County, GA"
376721,Jackson County,GA,Clarke County,GA,370,7756,7756000,1920,2019,2020,outflow,Jackson County-Clarke County-GA-1920,"Clarke County, GA"
376722,Jackson County,GA,Banks County,GA,394,7943,7943000,1920,2019,2020,outflow,Jackson County-Banks County-GA-1920,"Banks County, GA"
376723,Jackson County,GA,Madison County,GA,210,4694,4694000,1920,2019,2020,outflow,Jackson County-Madison County-GA-1920,"Madison County, GA"
376724,Jackson County,GA,Franklin County,GA,162,3411,3411000,1920,2019,2020,outflow,Jackson County-Franklin County-GA-1920,"Franklin County, GA"
376725,Jackson County,GA,Fulton County,GA,75,2077,2077000,1920,2019,2020,outflow,Jackson County-Fulton County-GA-1920,"Fulton County, GA"
376726,Jackson County,GA,Forsyth County,GA,88,3408,3408000,1920,2019,2020,outflow,Jackson County-Forsyth County-GA-1920,"Forsyth County, GA"
376727,Jackson County,GA,Walton County,GA,81,1889,1889000,1920,2019,2020,outflow,Jackson County-Walton County-GA-1920,"Walton County, GA"
376728,Jackson County,GA,Oconee County,GA,104,3285,3285000,1920,2019,2020,outflow,Jackson County-Oconee County-GA-1920,"Oconee County, GA"
376729,Jackson County,GA,Habersham County,GA,93,1858,1858000,1920,2019,2020,outflow,Jackson County-Habersham County-GA-1920,"Habersham County, GA"
376730,Jackson County,GA,Cobb County,GA,51,1217,1217000,1920,2019,2020,outflow,Jackson County-Cobb County-GA-1920,"Cobb County, GA"
376731,Jackson County,GA,Oglethorpe County,GA,65,1532,1532000,1920,2019,2020,outflow,Jackson County-Oglethorpe County-GA-1920,"Oglethorpe County, GA"
376732,Jackson County,GA,DeKalb County,GA,35,1337,1337000,1920,2019,2020,outflow,Jackson County-DeKalb County-GA-1920,"DeKalb County, GA"
376733,Jackson County,GA,White County,GA,47,1230,1230000,1920,2019,2020,outflow,Jackson County-White County-GA-1920,"White County, GA"
377020,Lumpkin County,GA,Lumpkin County Total Migration-US and Foreign,GA,1941,49820,49820000,1920,2019,2020,outflow,Lumpkin County total migration-1920,"Lumpkin County Total Migration-US and Foreign, GA"
377025,Lumpkin County,GA,Hall County,GA,304,6621,6621000,1920,2019,2020,outflow,Lumpkin County-Hall County-GA-1920,"Hall County, GA"
377026,Lumpkin County,GA,Dawson County,GA,216,5102,5102000,1920,2019,2020,outflow,Lumpkin County-Dawson County-GA-1920,"Dawson County, GA"
377027,Lumpkin County,GA,Forsyth County,GA,182,4558,4558000,1920,2019,2020,outflow,Lumpkin County-Forsyth County-GA-1920,"Forsyth County, GA"
377028,Lumpkin County,GA,White County,GA,162,2957,2957000,1920,2019,2020,outflow,Lumpkin County-White County-GA-1920,"White County, GA"
377029,Lumpkin County,GA,Gwinnett County,GA,49,1378,1378000,1920,2019,2020,outflow,Lumpkin County-Gwinnett County-GA-1920,"Gwinnett County, GA"
377030,Lumpkin County,GA,Cherokee County,GA,47,2350,2350000,1920,2019,2020,outflow,Lumpkin County-Cherokee County-GA-1920,"Cherokee County, GA"
377031,Lumpkin County,GA,Fulton County,GA,40,1428,1428000,1920,2019,2020,outflow,Lumpkin County-Fulton County-GA-1920,"Fulton County, GA"
377032,Lumpkin County,GA,Habersham County,GA,48,1164,1164000,1920,2019,2020,outflow,Lumpkin County-Habersham County-GA-1920,"Habersham County, GA"
377033,Lumpkin County,GA,Cobb County,GA,27,885,885000,1920,2019,2020,outflow,Lumpkin County-Cobb County-GA-1920,"Cobb County, GA"
378103,White County,GA,White County Total Migration-US and Foreign,GA,1637,38508,38508000,1920,2019,2020,outflow,White County total migration-1920,"White County Total Migration-US and Foreign, GA"
378108,White County,GA,Hall County,GA,288,6586,6586000,1920,2019,2020,outflow,White County-Hall County-GA-1920,"Hall County, GA"
378109,White County,GA,Habersham County,GA,287,6037,6037000,1920,2019,2020,outflow,White County-Habersham County-GA-1920,"Habersham County, GA"
378110,White County,GA,Lumpkin County,GA,110,2162,2162000,1920,2019,2020,outflow,White County-Lumpkin County-GA-1920,"Lumpkin County, GA"
378111,White County,GA,Gwinnett County,GA,69,2407,2407000,1920,2019,2020,outflow,White County-Gwinnett County-GA-1920,"Gwinnett County, GA"
378112,White County,GA,Forsyth County,GA,73,1539,1539000,1920,2019,2020,outflow,White County-Forsyth County-GA-1920,"Forsyth County, GA"
